,owner,score,last_edit_date,last_activity_date,creation_date,post_type,content_license,link
1154,"(1463, 'itsjtwright')",7,,1498582529,1498582529,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1154
1153,"(1462, 'user1462')",3,,1498582457,1498582457,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1153
1152,"(21, 'ncmathsadist')",12,1498582089.0,1498582089,1498581860,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1152
1151,"(1462, 'user1462')",4,,1498581688,1498581688,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1151
1136,"(1401, 'candied_orange')",9,1498579910.0,1498579910,1498503459,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1136
1144,"(58, 'thesecretmaster')",37,1498579146.0,1498579146,1498561987,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1144
1146,"(27, 'Ben I.')",7,1498578917.0,1498578917,1498573058,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1146
1149,"(919, 'Auden Young')",18,,1498577049,1498577049,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1149
1148,"(674, 'pddring')",5,,1498576220,1498576220,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1148
1147,"(1455, 'ecarl')",11,1498576068.0,1498576068,1498574624,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1147
1119,"(1386, 'Romain Bernard')",2,1498573765.0,1498573765,1498485769,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1119
1142,"(283, 'Ellen Spertus')",1,,1498515532,1498515532,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1142
1141,"(1397, 'tusharsoni')",3,,1498515180,1498515180,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1141
1140,"(1397, 'tusharsoni')",3,1498513041.0,1498513041,1498512873,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1140
1139,"(1299, 'EJoshuaS - Reinstate Monica')",1,,1498510813,1498510813,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1139
1138,"(237, 'Mike Zamansky')",4,,1498507238,1498507238,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1138
1137,"(1402, 'Confuzing')",2,,1498505363,1498505363,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1137
1102,"(2, 'Aurora0001')",24,1498504461.0,1498504461,1498421464,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1102
1135,"(1397, 'tusharsoni')",1,,1498502421,1498502421,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1135
1134,"(283, 'Ellen Spertus')",24,,1498499485,1498499485,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1134
1133,"(1397, 'tusharsoni')",5,,1498498825,1498498825,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1133
1127,"(27, 'Ben I.')",8,1498498685.0,1498498685,1498493175,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1127
1131,"(150, 'ItamarG3')",7,1498497955.0,1498497955,1498495931,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1131
1132,"(1293, 'Buffy')",11,,1498497310,1498497310,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1132
1130,"(1321, 'Joel Adams')",13,,1498494864,1498494864,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1130
1113,"(732, 'Michael0x2a')",7,1498493101.0,1498493101,1498456548,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1113
1124,"(1292, 'Uncle Long Hair')",2,,1498488283,1498488283,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1124
1123,"(1292, 'Uncle Long Hair')",1,,1498488098,1498488098,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1123
1120,"(1292, 'Uncle Long Hair')",0,,1498487025,1498487025,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1120
1112,"(283, 'Ellen Spertus')",4,1498485908.0,1498485908,1498436909,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1112
1117,"(1293, 'Buffy')",3,1498479565.0,1498479565,1498478415,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1117
1116,"(1375, 'Walfrat')",5,1498474345.0,1498474345,1498469516,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1116
1107,"(166, 'Scimonster')",10,1498466587.0,1498466587,1498425366,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1107
1115,"(1370, 'ComicSansMS')",23,1498466045.0,1498466045,1498464586,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1115
1111,"(1293, 'Buffy')",5,,1498436853,1498436853,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1111
1105,"(919, 'Auden Young')",2,1498426779.0,1498436853,1498424121,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1105
1110,"(27, 'Ben I.')",3,,1498427431,1498427431,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1110
1108,"(58, 'thesecretmaster')",3,,1498425619,1498425619,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1108
1104,"(1293, 'Buffy')",7,1498424636.0,1498424636,1498423994,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1104
1103,"(76, 'Peter')",4,,1498423840,1498423840,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1103
1101,"(1321, 'Joel Adams')",7,1498420595.0,1498420595,1498420151,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1101
1100,"(27, 'Ben I.')",9,,1498418870,1498418870,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1100
1260,"(140, 'Yashas')",15,1498835765.0,1596623470,1498798079,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1260
1205,"(1397, 'tusharsoni')",32,1550521527.0,1579082836,1498691311,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/1205
1299,"(765, 'Bennett Brown')",9,1499740442.0,1551223784,1498928223,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1299
1253,"(1561, 'Todd Whittaker')",6,1517661846.0,1517661846,1498776856,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1253
1232,"(150, 'ItamarG3')",2,1515959455.0,1515959455,1498761931,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1232
1262,"(765, 'Bennett Brown')",3,1500133477.0,1500332351,1498801410,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1262
1228,"(1463, 'itsjtwright')",-3,1500127892.0,1500127892,1498758799,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1228
1226,"(150, 'ItamarG3')",17,1592469417.0,1500127892,1498758451,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/1226
1282,"(587, 'James Vanderhyde')",12,1499963384.0,1499963384,1498835225,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1282
1296,"(916, 'Adam Williams')",13,,1499583005,1498926525,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1296
1279,"(1580, 'Jesse Heines')",3,1499181032.0,1499181032,1498831416,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1279
1233,"(283, 'Ellen Spertus')",4,,1499181032,1498765229,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1233
1290,"(118, 'Safirah')",13,1498920871.0,1498934327,1498898656,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1290
1297,"(283, 'Ellen Spertus')",14,1498928741.0,1498928741,1498927175,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1297
1298,"(1293, 'Buffy')",8,,1498928159,1498928159,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1298
1292,"(1293, 'Buffy')",6,1498926787.0,1498926787,1498914893,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1292
1295,"(1293, 'Buffy')",4,,1498925943,1498925943,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1295
1293,"(2, 'Aurora0001')",6,,1498921730,1498921730,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1293
1291,"(248, 'Dave Musicant')",-3,,1498908530,1498908530,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1291
1289,"(1537, 'pojo-guy')",5,,1498883215,1498883215,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1289
1264,"(765, 'Bennett Brown')",3,1498879953.0,1498879953,1498802890,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1264
1288,"(1596, 'Plato')",3,1498879337.0,1498879337,1498874103,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1288
1259,"(765, 'Bennett Brown')",3,1498807009.0,1498869057,1498796258,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1259
1287,"(91, 'Zach Galant')",3,,1498848804,1498848804,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1287
1286,"(1561, 'Todd Whittaker')",7,,1498845675,1498845675,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1286
1266,"(765, 'Bennett Brown')",4,1498844709.0,1498844709,1498807691,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1266
1284,"(2, 'Aurora0001')",7,1498839159.0,1498839159,1498837436,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1284
1285,"(674, 'pddring')",2,,1498838691,1498838691,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1285
1271,"(1293, 'Buffy')",2,1498838125.0,1498838125,1498825177,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1271
1283,"(919, 'Auden Young')",4,1498836980.0,1498836980,1498836663,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1283
1222,"(1293, 'Buffy')",1,1498836228.0,1498836228,1498755149,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1222
1272,"(1564, 'Chris M.')",3,1498834543.0,1498834543,1498827576,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1272
1281,"(1583, 'andyras')",4,,1498834040,1498834040,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1281
1238,"(27, 'Ben I.')",5,,1498834040,1498765762,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1238
1280,"(1166, 'Piyush Parikh')",6,,1498833823,1498833823,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1280
1263,"(1166, 'Piyush Parikh')",4,1498832077.0,1498832077,1498801640,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1263
1278,"(1293, 'Buffy')",2,1498831428.0,1498831428,1498830811,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1278
1218,"(283, 'Ellen Spertus')",18,1498788725.0,1498831428,1498743571,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1218
1277,"(1529, 'Edwin Torres')",2,,1498830740,1498830740,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1277
1274,"(913, 'tucuxi')",4,1498830260.0,1498830260,1498829881,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1274
1229,"(1293, 'Buffy')",2,1498829397.0,1498829397,1498760203,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1229
1273,"(1579, 'shalah allier')",13,1498828965.0,1498828965,1498828706,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1273
1254,"(1564, 'Chris M.')",1,1498828139.0,1498828139,1498780614,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1254
1269,"(2, 'Aurora0001')",5,1498816100.0,1498816100,1498814199,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1269
1268,"(111, 'wythagoras')",8,1498815502.0,1498815502,1498812753,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1268
1270,"(150, 'ItamarG3')",7,,1498814437,1498814437,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1270
1267,"(1571, 'sfogarty')",4,,1498809108,1498809108,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1267
1265,"(762, 'Vicky Sedgwick')",3,1498805175.0,1498805175,1498804847,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1265
1261,"(765, 'Bennett Brown')",1,1498802353.0,1498802353,1498801369,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1261
1257,"(290, 'Shriram Krishnamurthi')",6,,1498785451,1498785451,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1257
1256,"(511, 'Paula Evans')",3,,1498784009,1498784009,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1256
1255,"(1564, 'Chris M.')",2,,1498781676,1498781676,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1255
1252,"(1554, 'Stephen Gilbert')",4,,1498773910,1498773910,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1252
1251,"(394, 'David A.')",2,,1498773620,1498773620,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1251
1250,"(1558, 'dh_01')",3,,1498773282,1498773282,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1250
1249,"(27, 'Ben I.')",11,,1498772935,1498772935,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1249
1248,"(504, 'Zack')",2,,1498772446,1498772446,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1248
1247,"(480, 'Phill Conrad')",2,,1498772163,1498772163,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1247
1246,"(1554, 'Stephen Gilbert')",31,,1498771274,1498771274,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1246
1245,"(59, 'hotpaw2')",1,,1498770613,1498770613,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1245
1244,"(30, 'Ryan Nutt')",1,,1498768626,1498768626,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1244
1243,"(1529, 'Edwin Torres')",1,,1498768280,1498768280,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1243
1239,"(1293, 'Buffy')",4,1498767732.0,1498767732,1498766334,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1239
1242,"(1293, 'Buffy')",3,,1498767549,1498767549,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1242
1241,"(1529, 'Edwin Torres')",1,,1498767323,1498767323,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1241
1240,"(1529, 'Edwin Torres')",5,,1498766463,1498766463,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1240
1220,"(1166, 'Piyush Parikh')",11,1498762805.0,1498762805,1498747605,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1220
1230,"(58, 'thesecretmaster')",2,1498761966.0,1498761966,1498760712,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1230
1227,"(65, 'G. Ann - SonarSource Team')",1,1498761737.0,1498761737,1498758775,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1227
1231,"(1166, 'Piyush Parikh')",3,,1498761035,1498761035,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1231
1224,"(283, 'Ellen Spertus')",2,,1498761035,1498757570,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1224
1225,"(1293, 'Buffy')",1,1498759198.0,1498759198,1498758212,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1225
1223,"(150, 'ItamarG3')",2,,1498757480,1498757480,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1223
1213,"(91, 'Zach Galant')",4,1498750137.0,1498750137,1498709772,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1213
1214,"(91, 'Zach Galant')",1,1498750071.0,1498750071,1498710086,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1214
1221,"(1321, 'Joel Adams')",8,,1498748985,1498748985,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1221
1219,"(913, 'tucuxi')",19,,1498744522,1498744522,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1219
1217,"(1293, 'Buffy')",2,,1498737701,1498737701,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1217
1215,"(1537, 'pojo-guy')",1,,1498710450,1498710450,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1215
1212,"(1537, 'pojo-guy')",3,,1498708313,1498708313,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1212
1211,"(1309, 'cMcNerlin')",4,,1498704104,1498704104,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1211
1210,"(1309, 'cMcNerlin')",1,,1498703662,1498703662,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1210
1209,"(1309, 'cMcNerlin')",4,,1498702612,1498702612,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1209
1208,"(30, 'Ryan Nutt')",10,,1498700985,1498700985,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1208
1207,"(1309, 'cMcNerlin')",1,,1498700835,1498700835,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1207
1206,"(1397, 'tusharsoni')",3,1498694760.0,1498694760,1498694511,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1206
1201,"(732, 'Michael0x2a')",11,1498686586.0,1498686586,1498675366,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1201
1204,"(1529, 'Edwin Torres')",3,,1498683024,1498683024,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1204
1203,"(1527, 'Klandathu')",1,,1498678303,1498678303,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1203
1202,"(27, 'Ben I.')",4,,1498677969,1498677969,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1202
1200,"(732, 'Michael0x2a')",3,,1498672384,1498672384,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1200
1369,"(765, 'Bennett Brown')",4,1532360844.0,1532360844,1499050435,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/1369
1383,"(1293, 'Buffy')",10,1529973917.0,1529974806,1499092605,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/1383
1397,"(1583, 'andyras')",5,1507568266.0,1518291932,1499120291,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1397
1355,"(919, 'Auden Young')",44,1507484927.0,1507484927,1499006901,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1355
1347,"(1293, 'Buffy')",23,1499196571.0,1507484927,1498986123,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1347
1300,"(765, 'Bennett Brown')",26,1499112092.0,1503686330,1498928772,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1300
1394,"(765, 'Bennett Brown')",10,1501428193.0,1501523154,1499117748,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1394
1396,"(765, 'Bennett Brown')",7,1501429299.0,1501429299,1499118343,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1396
1301,"(765, 'Bennett Brown')",7,1498947308.0,1500239583,1498929495,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1301
1373,"(150, 'ItamarG3')",4,1499086318.0,1500141135,1499078228,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1373
1363,"(765, 'Bennett Brown')",13,1499740999.0,1499978611,1499032674,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1363
1390,"(765, 'Bennett Brown')",9,1499350760.0,1499453047,1499099787,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1390
1331,"(27, 'Ben I.')",14,1499000812.0,1499385496,1498951633,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1331
1302,"(765, 'Bennett Brown')",6,,1499356025,1498931722,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1302
1380,"(283, 'Ellen Spertus')",7,1499351763.0,1499351763,1499088073,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1380
1398,"(919, 'Auden Young')",2,,1499121250,1499121250,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1398
1391,"(1293, 'Buffy')",1,1499115276.0,1499115276,1499103178,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1391
1392,"(732, 'Michael0x2a')",2,1499104919.0,1499104919,1499104469,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1392
1388,"(150, 'ItamarG3')",2,1592469417.0,1499098497,1499096762,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/1388
1389,"(150, 'ItamarG3')",4,,1499098072,1499098072,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1389
1372,"(765, 'Bennett Brown')",6,1499097053.0,1499097053,1499053880,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1372
1387,"(1661, 'Him')",1,,1499095553,1499095553,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1387
1386,"(41, 'Sean Houlihane')",1,1499094974.0,1499094974,1499094281,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1386
1384,"(1477, 'Robert')",2,1499093836.0,1499093836,1499092990,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1384
1385,"(1564, 'Chris M.')",4,,1499093390,1499093390,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1385
1379,"(1293, 'Buffy')",5,1499089185.0,1499089185,1499087765,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1379
1382,"(1293, 'Buffy')",3,1499088921.0,1499088921,1499088578,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1382
1381,"(1293, 'Buffy')",1,,1499088157,1499088157,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1381
1378,"(1123, 'RobbG')",6,,1499086188,1499086188,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1378
1377,"(1626, 'n611x007')",2,,1499083477,1499083477,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1377
1376,"(674, 'pddring')",1,,1499080979,1499080979,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1376
1371,"(27, 'Ben I.')",5,,1499053813,1499053813,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1371
1370,"(765, 'Bennett Brown')",0,,1499051394,1499051394,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1370
1366,"(765, 'Bennett Brown')",2,,1499046960,1499046960,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1366
1357,"(1293, 'Buffy')",5,1499016426.0,1499046960,1499013342,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1357
1365,"(1293, 'Buffy')",3,,1499039617,1499039617,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1365
1364,"(27, 'Ben I.')",4,,1499036882,1499036882,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1364
1360,"(1638, 'AbstractDissonance')",8,1499027478.0,1499027478,1499021650,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1360
1361,"(919, 'Auden Young')",4,,1499022017,1499022017,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1361
1303,"(919, 'Auden Young')",6,1499020246.0,1499020246,1498931845,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1303
1359,"(2, 'Aurora0001')",6,,1499018440,1499018440,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1359
1358,"(283, 'Ellen Spertus')",2,,1499017414,1499017414,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1358
1350,"(1629, 'Stilez')",4,1499014770.0,1499014770,1499002588,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1350
1356,"(1635, 'Norman Ramsey')",6,,1499010197,1499010197,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1356
1354,"(2, 'Aurora0001')",4,1499007657.0,1499007657,1499006744,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1354
1353,"(674, 'pddring')",1,,1499004124,1499004124,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1353
1352,"(674, 'pddring')",10,,1499003201,1499003201,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1352
1351,"(1293, 'Buffy')",5,1499003020.0,1499003020,1499002621,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1351
1328,"(765, 'Bennett Brown')",7,,1499003020,1498949410,question,CC BY-SA 3.0,https://cseducators.stackexchange.com/q/1328
1349,"(793, 'TuringTux')",2,,1499002039,1499002039,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1349
1348,"(1628, 'CSM')",4,,1499001467,1499001467,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1348
1317,"(652, 'AnoE')",7,1498990585.0,1498990585,1498946216,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1317
1310,"(1293, 'Buffy')",8,1498983044.0,1498983044,1498935384,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1310
1344,"(765, 'Bennett Brown')",1,1498975365.0,1498975365,1498964969,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1344
1346,"(1621, 'Vhon Newmahn')",4,1498974212.0,1498974212,1498974028,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1346
1343,"(1327, 'R.. GitHub STOP HELPING ICE')",12,1498956664.0,1498956664,1498956127,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1343
1341,"(732, 'Michael0x2a')",9,1498956550.0,1498956550,1498955606,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1341
1342,"(30, 'Ryan Nutt')",4,1498956304.0,1498956304,1498955778,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1342
1340,"(30, 'Ryan Nutt')",11,,1498955594,1498955594,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1340
1327,"(765, 'Bennett Brown')",6,1592469417.0,1498952532,1498948942,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/1327
1337,"(30, 'Ryan Nutt')",7,,1498952412,1498952412,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1337
1334,"(1293, 'Buffy')",4,,1498952216,1498952216,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1334
1333,"(27, 'Ben I.')",3,,1498952169,1498952169,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1333
1332,"(58, 'thesecretmaster')",2,,1498952084,1498952084,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1332
1329,"(919, 'Auden Young')",1,1498951532.0,1498951532,1498949918,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1329
1330,"(58, 'thesecretmaster')",4,,1498951332,1498951332,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1330
1326,"(919, 'Auden Young')",2,,1498948682,1498948682,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1326
1304,"(919, 'Auden Young')",7,1498947444.0,1498947444,1498932404,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1304
1316,"(1293, 'Buffy')",1,,1498940663,1498940663,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1316
1315,"(1611, 'Chris Jefferson')",2,,1498938950,1498938950,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1315
1314,"(1611, 'Chris Jefferson')",1,,1498938568,1498938568,answer,CC BY-SA 3.0,https://cseducators.stackexchange.com/a/1314
